3,538056;-1128;
3,71608;-1072;
3,905351;-1021;
3,485649;-1000;
-5,52602;-1000;
4,13088;-977;
3,911867;-816;
3,710696;-816;
3,60965;-814;
3,801453;-810;
3,926739;-804;
3,412381;-802;
4,051478;-802;
3,458929;-801;
3,82502;-796;
0,490934;-787;
0,319923;-777;
-11,512318;-734;
1,462918;-731;
-0,564624;-713;
4,25175;-660;
3,388921;-645;
3,910981;-640;
3,645358;-638;
3,466435;-637;
4,041991;-626;
3,354968;-616;
3,876995;-588;
3,556818;-557;
3,725211;-539;
3,836509;-389;
3,880823;-386;
3,628533;-373;
3,282438;-372;
3,531255;-365;
3,623587;-365;
3,43031;-364;
4,183024;-351;
3,836144;-330;
440,3946;-273;
450,608;-263;
418,8654;-259;
454,0603;-259;
395,5988;-249;
434,8657;-228;
445,4354;-147;
456,943;-140;
409,6069;-138;
426,8846;-137;
456,4752;-136;
409,4661;-132;
425,8442;-132;
446,7703;-131;
404,8119;-131;
407,3087;-130;
438,7975;-123;
405,1186;-98;
406,6386;-86;
3,672362;-82;
407,5663;-80;
0,261573;-72;
0,294127;-71;
396,4149;-67;
361,6342;-66;
409,4549;-64;
397,4733;-64;
3,933603;-64;
414,5782;-62;
404,352;-60;
383,986;-59;
458,7163;-58;
388,793;-54;
408,0857;-53;
445,06241;-50;
375,9309;-50;
397,8411;-36;
452,124207;-25;
444,90549;-24;
452,400966;-19;
0,376338;-12;
3,924473;-4;
0,283652;0;
0,326267;0;
0,370753;0;
0,397437;0;
0,314057;0;
0,313719;0;
0,3505;0;
0,418619;0;
0,447726;0;
0,2958;0;
0,330774;0;
0,365623;0;
0,426721;0;
0,512101;0;
0,286891;0;
0,322344;0;
0,382237;0;
0,421597;0;
0,3;0;
0,303987;0;
0,381556;0;
0,400442;0;
0,471279;0;
0,336617;0;
0,375771;0;
0,434479;0;
0,506474;0;
0,261573;0;
0,293282;0;
0,36681;0;
0,405508;0;
0,318426;0;
0,302271;0;
0,349307;0;
0,395976;0;
0,431261;0;
0,281057;0;
0,321099;0;
0,364121;0;
0,421917;0;
0,473596;0;
1,205375;0;
0,294127;0;
0,320585;0;
0,403981;0;
0,42108;0;
0,297518;0;
0,329511;0;
0,355331;0;
0,393814;0;
0,463234;0;
0,340452;0;
0,396708;0;
0,445335;0;
0,473783;0;
0,275336;0;
0,324567;0;
0,376338;0;
0,6015005;0;
0,283652;0;
0,326267;0;
0,370753;0;
0,397437;0;
0,314057;0;
0,3505;0;
0,418619;0;
0,447726;0;
0,2958;0;
0,365623;0;
0,426721;0;
0,512101;0;
0,286891;0;
0,322344;0;
0,382237;0;
0,421597;0;
0,3;0;
0,303987;0;
0,381556;0;
0,400442;0;
0,336617;0;
0,375771;0;
0,434479;0;
0,506474;0;
0,293282;0;
0,36681;0;
0,405508;0;
0,318426;0;
0,302271;0;
0,349307;0;
0,395976;0;
0,431261;0;
0,281057;0;
0,364121;0;
0,421917;0;
0,473596;0;
1,205375;0;
0,320585;0;
0,403981;0;
0,42108;0;
0,297518;0;
0,329511;0;
0,355331;0;
0,393814;0;
0,463234;0;
0,340452;0;
0,396708;0;
0,445335;0;
0,473783;0;
0,275336;0;
0,324567;0;
0,418344;0;
0,346494;0;
0,298325;0;
0,365031;0;
0,45308;0;
0,342853;0;
0,38729;0;
0,434222;0;
48,122862;0;
48,66069;0;
3,322396;0;
3,470507;0;
4,107238;0;
3,92085;0;
3,452679;0;
3,602634;0;
3,789541;0;
4,052571;0;
3,528488;0;
3,82295;0;
3,322008;0;
3,536729;0;
3,750359;0;
3,941239;0;
3,83522;0;
3,748772;0;
4,169041;0;
0,341489;1;
0,6909;1;
0,321316;1;
0,313719;1;
0,330774;1;
0,471279;1;
3,908218;1;
3,556164;1;
3,383565;1;
409,24;1;
20,930213;2;
31,423586;2;
0,422881;2;
4,070984;2;
4,001409;2;
203,486;2;
426,067;2;
344,342;2;
390,3246;2;
0,321099;3;
0,477493;3;
427,9836;3;
406,0916;3;
300,625;3;
314,551;3;
209,112;3;
301,393;3;
408,4466;3;
431,837;3;
385,9458;3;
375,8671;3;
396,0058;3;
3,579668;4;
152,247;4;
289,818;4;
3,242503;5;
406,7096;5;
415,9172;5;
3,438475;7;
3,571117;10;
3,873903;17;
409,6124;20;
3,808111;20;
444,49875;23;
446,28478;28;
446,16234;28;
387,0535;31;
445,67159;31;
443,49526;31;
444,44637;32;
446,73102;32;
445,69399;33;
393,5219;34;
442,71133;34;
