333
-113 -74 6 1 Pau 1 -113 -74
73 -8 8 1 Brno 1 73 -8
59 -32 8 1 Graz 1 59 -32
-28 -33 8 1 Bern 1 -28 -33
-4 -35 8 1 Chur 1 -4 -35
-30 -69 8 1 Nice 1 -30 -69
-24 18 8 1 Hamm 1 -24 18
-19 -39 8 1 Biel 1 -19 -39
-37 16 10 1 Moers 1 -37 16
140 -117 10 1 Volos 1 140 -117
-103 -29 10 1 Tours 1 -103 -29
-11 -62 10 1 Genua 1 -11 -62
-19 0 10 1 Mainz 1 -19 0
21 16 10 1 Halle 1 21 16
-36 13 10 1 Neuss 0 -36 13
-28 15 10 1 Hagen 1 -28 15
37 -2 10 1 Plzen 1 37 -2
-4 63 10 1 Vejle 1 -4 63
49 -21 10 1 Steyr 1 49 -21
48 -155 12 1 Sliema 1 48 -155
-111 16 12 1 London 1 -111 16
-29 15 12 1 Witten 1 -41 15
196 -50 12 1 Galatz 1 196 -50
95 -49 12 1 Osijek 1 95 -49
124 -14 12 1 Kosice 1 124 -14
46 -101 12 1 Neapel 1 46 -101
147 -98 12 1 Serres 1 147 -98
-50 114 12 1 Bergen 1 -50 114
188 142 12 1 Kuopio 1 188 142
55 102 14 1 Oerebro 1 55 102
148 127 14 1 Tampere 1 148 127
160 -87 14 1 Plovdiv 1 160 -87
-16 60 14 1 Esbjerg 1 -16 60
-198 -108 14 1 Coimbra 1 -198 -108
98 -88 14 1 Shkoder 1 98 -88
-138 16 14 1 Bristol 1 -138 16
-16 -29 14 1 Zürich 1 -16 -29
119 -20 14 1 Miskolc 1 119 -20
-174 51 14 1 Belfast 1 -174 51
147 -133 14 1 Piräus 1 147 -133
-34 16 14 1 Bottrop 1 -48 17
-145 16 14 1 Cardiff 1 -159 16
0 39 14 1 Hamburg 1 0 39
42 -37 14 1 Villach 1 42 -37
14 -61 14 1 Bologna 1 14 -61
-202 -126 14 1 Setubal 1 -202 -126
-8 -50 14 1 Mailand 1 -8 -50
66 -25 14 1 Ternitz 1 66 -25
-171 -139 14 1 Sevilla 1 -171 -139
2 107 14 1 Drammen 1 2 107
-3 26 16 1 Hannover 1 -3 26
17 10 8 2 Jena 0 17 10
1 48 8 2 Kiel 1 1 48
192 -31 8 2 Iasi 1 192 -31
15 40 16 1 Schwerin 1 15 40
127 126 8 2 Pori 1 127 126
-31 -35 16 1 Fribourg 0 -31 -35
175 -61 16 1 Bukarest 1 175 -61
161 112 16 1 Helsinki 1 161 112
-26 21 16 1 Münster 1 -26 21
-204 -124 16 1 Lissabon 1 -204 -124
-201 21 8 2 Cork 1 -201 21
-2 -28 16 1 Dornbirn 1 -2 -28
48 -155 16 1 Valletta 1 32 -155
