293
63 -137 16 2 Waco 1 47 -135
233 -32 20 2 Akron 1 213 -30
-17 -63 24 2 Pueblo 1 -41 -61
192 -42 24 2 Muncie 1 168 -40
67 -123 24 2 Dallas 1 67 -123
81 -54 24 2 Topeka 1 57 -52
-86 -130 24 2 Tucson 1 -110 -128
-218 0 24 2 Eugene 1 -242 2
-161 -112 28 2 Anaheim 1 -161 -112
217 -18 28 2 Windsor 1 217 -18
238 27 28 2 Sudbury 1 210 29
217 -18 28 2 Detroit 1 217 -16
138 -129 28 2 Jackson 1 138 -129
260 -12 28 2 Buffalo 1 232 -12
333 -25 28 2 Warwick 1 305 -23
283 -77 28 2 Hampton 1 283 -77
284 -79 28 2 Norfolk 1 284 -79
9 -132 28 2 Midland 1 -19 -130
214 -176 20 3 Tampa 1 194 -173
338 -16 20 3 Salem 1 338 -16
171 -26 16 4 Gary 1 171 -26
-183 -49 16 4 Reno 1 -199 -45
154 -128 32 2 Meridian 1 122 -126
61 -124 32 2 Ft_Worth 1 29 -124
12 -97 32 2 Amarillo 1 -20 -95
312 16 32 2 Montreal 1 312 18
159 -146 24 3 Mobile 1 159 -143
293 -37 36 2 Allentown 1 257 -35
243 -6 36 2 Kitchener 1 243 -4
56 -151 24 3 Austin 1 32 -148
306 -37 36 2 Elizabeth 1 306 -37
206 -89 36 2 Knoxville 1 206 -89
-36 -12 24 3 Casper 1 -60 -9
231 -27 36 2 Cleveland 1 195 -27
247 -20 16 5 Erie 1 231 -20
-201 -60 40 2 Sacramento 1 -241 -58
-218 10 20 4 Salem 1 -238 14
-99 -30 20 4 Ogden 1 -119 -26
-95 -41 20 4 Provo 1 -115 -37
207 -123 20 4 Macon 1 207 -123
234 -199 20 4 Miami 1 234 -199
-458 -262 16 5 Hilo 1 -474 -257
248 -87 40 2 Greensboro 1 208 -87
-105 22 20 4 Butte 1 -125 26
296 -10 20 4 Utica 1 276 -10
-213 -61 40 2 Santa_Rosa 1 -253 -61
273 -75 40 2 Petersburg 1 233 -73
195 -32 40 2 Fort_Wayne 1 155 -30
183 -25 40 2 South_Bend 1 143 -23
-98 -116 28 3 Phoenix 1 -126 -113
-158 40 28 3 Spokane 1 -186 43
255 -3 28 3 Toronto 1 227 0
-208 -68 28 3 Oakland 1 -236 -68
-25 -44 28 3 Boulder 1 -53 -41
92 -54 44 2 Kansas_City 1 92 -54
146 -46 44 2 Springfield 1 102 -44
-100 -5 44 2 Idaho_Falls 1 -144 -3
296 -44 48 2 Philadelphia 1 248 -44
120 30 24 4 Duluth 1 96 34
-61 19 32 3 Billings 1 -93 22
333 -13 24 4 Nashua 1 309 -9
37 -180 24 4 Laredo 1 13 -176
147 -36 24 4 Peoria 1 123 -32
287 -10 32 3 Syracuse 1 255 -7
-480 -245 32 3 Honolulu 1 -512 -242
-182 -80 24 4 Fresno 1 -206 -76
297 -44 24 4 Camden 1 297 -44
95 -153 32 3 Beaumont 1 63 -150
-146 -112 48 2 Palm_Springs 1 -146 -110
308 -36 32 3 New_York 1 308 -33
-97 -117 20 5 Tempe 1 -97 -112
-145 -4 20 5 Boise 1 -165 1
168 -149 36 3 Pensacola 1 168 -146
282 -52 36 3 Baltimore 1 282 -52
237 -97 36 3 Charlotte 1 201 -97
165 -10 36 3 Milwaukee 1 129 -10
201 -66 36 3 Lexington 1 165 -63
-444 188 36 3 Anchorage 1 -480 191
-206 -73 36 3 Sunnyvale 1 -206 -73
-6 46 36 3 Williston 1 -42 49
311 -14 16 7 Troy 1 295 -14
-202 -81 28 4 Salinas 1 -202 -81
62 -70 28 4 Wichita 1 34 -66
12 -115 28 4 Lubbock 1 -16 -111
35 -127 28 4 Abilene 1 35 -127
332 -8 28 4 Concord 1 304 -4
226 -169 28 4 Orlando 1 198 -165
281 -44 16 7 York 1 265 -37
260 -91 28 4 Raleigh 1 260 -91
141 -98 28 4 Memphis 1 141 -94
168 -23 28 4 Chicago 1 140 -19
334 -27 28 4 Newport 1 334 -23
244 -123 40 3 Charleston 1 244 -123
235 -195 60 2 Fort_Lauderdale 1 175 -195
94 -95 40 3 Fort_Smith 1 94 -92
-211 36 24 5 Tacoma 1 -235 41
333 -11 40 3 Manchester 1 333 -11
292 -47 40 3 Wilmington 1 252 -47
-99 28 24 5 Helena 1 -123 33
266 -108 40 3 Wilmington 1 266 -105
174 -115 40 3 Birmingham 1 174 -115
358 8 24 5 Bangor 1 334 13
316 -31 40 3 Bridgeport 1 316 -28
151 -149 24 5 Biloxi 1 127 -144
-21 -47 24 5 Denver 1 -21 -42
334 -15 24 5 Lowell 0 310 -10
211 -26 24 5 Toledo 1 187 -21
73 -16 40 3 Sioux_City 1 33 -13
201 -137 24 5 Albany 1 201 -137
257 -88 24 5 Durham 1 257 -83
68 31 20 6 Fargo 1 48 37
195 -32 32 4 Ft_Wayne 1 195 -32
117 -16 32 4 Waterloo 1 85 -12
-164 -108 32 4 Pasadena 1 -196 -108
250 -8 32 4 Hamilton 1 218 -8
152 -19 32 4 Rockford 1 120 -15
24 31 32 4 Bismarck 1 -8 35
94 -95 32 4 Ft_Smith 1 62 -95
-204 -73 32 4 San_Jose 1 -204 -69
232 -131 32 4 Savannah 1 232 -127
217 -212 32 4 Key_West 1 185 -208
306 -34 32 4 Paterson 1 274 -30
-91 38 44 3 Great_Falls 1 -135 41
126 -149 44 3 Baton_Rouge 1 82 -146
116 -102 44 3 Little_Rock 1 72 -99
65 43 44 3 Grand_Forks 1 21 46
256 -9 68 2 Saint_Catharine's 0 188 -7
76 -87 20 7 Tulsa 1 56 -80
210 -10 20 7 Flint 1 190 -10
78 -30 20 7 Omaha 1 58 -23
313 -28 28 5 Danbury 0 285 -23
-121 78 28 5 Calgary 1 -149 83
327 -27 28 5 Norwich 0 299 -22
116 0 36 4 Rochester 1 80 4
-218 58 36 4 Vancouver 1 -254 62
285 -44 36 4 Lancaster 1 285 -40
311 -15 24 6 Albany 1 311 -15
