75
445 1848 28 20 Leipzig 1 445 1848
289 1882 28 20 Osnabr�ck 1 289 1882
295 1913 28 20 Oldenburg 1 295 1913
397 1773 28 20 N�rnberg 1 397 1773
297 1799 28 20 Mainz 1 269 1799
418 1876 28 20 Magdeburg 1 418 1876
374 1916 28 20 L�neburg 1 374 1916
384 1939 28 20 L�beck 1 384 1939
304 1781 28 20 Ludwigshafen 0 276 1781
330 1760 28 20 Ludwigsburg 1 330 1760
315 1861 28 20 Paderborn 0 315 1861
292 1771 28 20 Landau/Pfalz 1 264 1771
330 1715 28 20 Konstanz 1 330 1715
250 1831 28 20 K�ln 1 222 1831
273 1813 28 20 Koblenz 0 245 1833
365 1955 28 20 Kiel 1 337 1955
342 1847 28 20 Kassel 1 342 1847
302 1764 28 20 Karlsruhe 1 302 1784
279 1780 28 20 Kaiserslautern 0 251 1780
239 1791 28 20 Trier 1 239 1791
439 1825 28 20 Zwickau 1 439 1825
257 1845 28 20 Wuppertal 1 257 1845
357 1792 28 20 W�rzburg 0 329 1792
379 1877 28 20 Wolfenb�ttel 1 379 1877
292 1926 28 20 Wilhelmshaven 1 264 1926
296 1801 28 20 Wiesbaden 0 296 1821
408 1835 28 20 Weimar 1 408 1835
359 1742 28 20 Ulm 1 359 1762
326 1746 28 20 T�bingen 0 326 1766
228 1833 28 20 J�lich 1 200 1853
330 1755 28 20 Stuttgart 0 330 1775
288 1831 28 20 Siegen 1 288 1851
251 1772 28 20 Saarbr�cken 0 251 1772
436 1947 28 20 Rostock 1 436 1947
331 1745 28 20 Reutlingen 0 331 1765
435 1764 28 20 Regensburg 1 435 1764
313 1760 28 20 Pforzheim 0 285 1760
484 1748 28 20 Passau 1 484 1748
317 1910 28 20 Bremen 0 317 1910
402 1760 28 20 Eichst�tt 0 402 1760
243 1851 28 20 Duisburg 1 243 1871
244 1844 28 20 D�sseldorf 0 216 1844
494 1837 28 20 Dresden 1 494 1837
268 1854 28 20 Dortmund 0 240 1854
311 1795 28 20 Darmstadt 0 283 1815
516 1863 28 20 Cottbus 1 516 1863
372 1865 28 20 ClausthalZellerfeld 0 344 1885
465 1830 28 20 Chemnitz 0 465 1830
396 1835 28 20 Erfurt 1 396 1855
378 1881 28 20 Braunschweig 1 350 1881
255 1826 28 20 Bonn 0 227 1826
259 1853 28 20 Bochum 0 231 1853
307 1872 28 20 Bielefeld 0 307 1872
478 1890 28 20 Berlin 1 478 1890
416 1798 28 20 Bayreuth 1 416 1798
392 1796 28 20 Bamberg 1 364 1796
392 1741 28 20 Augsburg 1 392 1741
268 1849 28 20 Hagen 0 240 1849
417 1833 28 20 Jena 0 417 1833
392 1825 28 20 Ilmenau 1 364 1825
358 1877 28 20 Hildesheim 0 358 1897
331 1769 28 20 Heilbronn 1 331 1789
313 1778 28 20 Heidelberg 0 285 1778
350 1885 28 20 Hannover 1 322 1885
359 1927 28 20 Hamburg 0 359 1927
430 1853 28 20 Halle 0 402 1873
219 1827 28 20 Aachen 1 191 1827
357 1855 28 20 G�ttingen 0 357 1875
312 1821 28 20 Giessen 1 312 1821
434 1831 28 20 Gera 0 434 1831
282 1727 28 20 Freiburg 1 282 1727
524 1884 28 20 Frankfurt/Oder 1 524 1884
312 1804 28 20 Frankfurt/Main 1 284 1824
339 1972 28 20 Flensburg 1 311 1992
252 1852 28 20 Essen 0 252 1852
