76
-34 287 15 10 Flensburg 1 -34 287
41 232 15 10 Lübeck 1 41 232
-182 53 15 10 Köln 0 -182 53
-174 44 15 10 Bonn 1 -189 44
126 -59 15 10 Regensburg 1 126 -59
-30 79 15 10 Kassel 1 -30 79
118 89 16 10 Halle 1 118 89
31 136 16 10 Braunschweig 1 31 136
-167 89 17 10 Bochum 1 -167 89
63 -44 15 12 Nürnberg 1 63 -44
175 50 20 10 Chemnitz 1 175 50
-113 211 20 10 Wilhelmshaven 1 -113 211
-81 -8 15 19 Darmstadt 1 -81 -8
-75 103 23 13 Paderborn 1 -75 103
20 108 15 20 Clausthal-Zellerfeld 1 20 108
224 63 20 15 Dresden 1 224 63
54 -98 15 20 Augsburg 1 54 -98
-107 188 15 21 Oldenburg 1 -107 188
128 245 15 23 Rostock 1 128 245
-57 -89 24 15 Tübingen 1 -57 -89
-16 142 25 15 Hannover 1 -16 142
-96 -60 20 20 Karlsruhe 0 -96 -60
142 80 26 16 Leipzig 1 142 80
208 -86 15 30 Passau 1 208 -86
132 43 47 10 Zwickau 1 85 43
260 105 15 33 Cottbus 1 260 105
-235 46 15 34 Aachen 1 -235 46
-47 -52 15 34 Heilbronn 1 -47 -52
98 127 15 35 Magdeburg 1 98 127
-78 -67 15 36 Pforzheim 1 -78 -67
-80 35 31 19 Giessen 1 -80 35
53 -7 20 30 Bamberg 1 53 -7
-4 -13 15 40 Würzburg 1 -4 -13
-4 129 42 15 Hildesheim 0 -4 144
-78 -36 15 43 Heidelberg 1 -93 -36
-104 -1 15 48 Mainz 1 -119 -1
-129 -121 15 48 Freiburg 1 -129 -121
-195 86 43 17 Duisburg 0 -195 86
-113 -49 15 50 Landau/Pfalz 1 -113 -49
-219 55 34 23 Jülich 1 -253 78
80 58 15 53 Weimar 1 65 58
-134 -34 20 40 Kaiserslautern 1 -154 -34
32 129 18 48 Wolfenbüttel 0 14 129
-152 90 15 58 Dortmund 0 -152 90
273 140 22 40 Frankfurt/Oder 1 251 180
71 -67 30 30 Eichstätt 1 71 -67
-180 87 38 25 Essen 0 -180 87
-202 -15 38 26 Trier 1 -202 -15
197 151 51 20 Berlin 1 197 151
95 55 21 49 Jena 0 95 55
-106 2 45 25 Wiesbaden 0 -106 2
61 58 30 38 Erfurt 0 61 58
-50 -141 33 35 Konstanz 1 -50 -141
-89 121 59 21 Bielefeld 1 -148 121
-119 52 38 34 Siegen 1 -119 52
-72 184 35 37 Bremen 1 -72 184
8 259 42 34 Kiel 1 -34 259
94 -4 40 40 Bayreuth 1 94 -4
-48 -91 52 32 Reutlingen 0 -100 -59
-49 -67 31 55 Ludwigsburg 0 -80 -12
-50 -74 44 39 Stuttgart 0 -94 -35
-172 75 35 50 Wuppertal 1 -172 75
-1 212 31 57 Hamburg 1 -1 212
-181 -47 32 56 Saarbrücken 1 -213 -47
-4 91 39 48 Göttingen 0 -4 139
-194 73 59 32 Düsseldorf 0 -194 73
-118 136 44 44 Osnabrück 0 -118 136
-94 -32 40 50 Ludwigshafen 0 -134 -32
-1 -97 35 58 Ulm 1 -1 -97
-145 21 48 43 Koblenz 0 -193 64
-99 -23 45 53 Worms 0 -99 -23
-80 6 55 44 Frankfurt/Main 0 -80 6
-153 81 54 49 Hagen 0 -207 81
24 194 50 57 Lüneburg 0 -26 194
54 41 59 49 Ilmenau 0 54 90
124 52 58 56 Gera 0 66 52
