76
-34 287 15 10 Flensburg 1 -49 297
41 232 15 10 Lübeck 1 26 242
-182 53 15 10 Köln 1 -197 63
-174 44 15 10 Bonn 1 -174 54
126 -59 15 10 Regensburg 1 111 -49
-30 79 15 10 Kassel 1 -45 89
118 89 16 10 Halle 1 118 99
31 136 16 10 Braunschweig 1 15 146
-167 89 17 10 Bochum 1 -184 99
63 -44 15 12 Nürnberg 1 48 -32
175 50 20 10 Chemnitz 1 155 60
-113 211 20 10 Wilhelmshaven 1 -133 221
-81 -8 15 19 Darmstadt 1 -96 -8
-75 103 23 13 Paderborn 1 -75 116
20 108 15 20 Clausthal-Zellerfeld 1 5 108
224 63 20 15 Dresden 1 204 78
54 -98 15 20 Augsburg 1 39 -78
-107 188 15 21 Oldenburg 1 -122 209
128 245 15 23 Rostock 1 113 268
-57 -89 24 15 Tübingen 1 -57 -74
-16 142 25 15 Hannover 1 -41 157
-96 -60 20 20 Karlsruhe 1 -116 -60
142 80 26 16 Leipzig 1 142 96
208 -86 15 30 Passau 1 193 -56
132 43 47 10 Zwickau 1 132 43
260 105 15 33 Cottbus 1 245 138
-235 46 15 34 Aachen 1 -235 46
-47 -52 15 34 Heilbronn 1 -62 -18
98 127 15 35 Magdeburg 1 83 162
-78 -67 15 36 Pforzheim 1 -93 -31
-80 35 31 19 Giessen 1 -80 54
53 -7 20 30 Bamberg 1 33 23
-4 -13 15 40 Würzburg 1 -19 27
-4 129 42 15 Hildesheim 1 -4 129
-78 -36 15 43 Heidelberg 1 -78 7
-104 -1 15 48 Mainz 1 -104 47
-129 -121 15 48 Freiburg 1 -129 -121
-195 86 43 17 Duisburg 1 -238 103
-113 -49 15 50 Landau/Pfalz 1 -128 1
-219 55 34 23 Jülich 1 -253 78
80 58 15 53 Weimar 1 65 111
-134 -34 20 40 Kaiserslautern 1 -154 -34
32 129 18 48 Wolfenbüttel 1 32 177
-152 90 15 58 Dortmund 1 -167 148
273 140 22 40 Frankfurt/Oder 1 251 180
71 -67 30 30 Eichstätt 1 71 -67
-180 87 38 25 Essen 1 -180 87
-202 -15 38 26 Trier 1 -240 11
197 151 51 20 Berlin 1 146 171
95 55 21 49 Jena 1 95 104
-106 2 45 25 Wiesbaden 1 -151 27
61 58 30 38 Erfurt 1 31 96
-50 -141 33 35 Konstanz 1 -50 -141
-89 121 59 21 Bielefeld 1 -148 121
-119 52 38 34 Siegen 1 -119 86
-72 184 35 37 Bremen 1 -107 221
8 259 42 34 Kiel 1 -34 293
94 -4 40 40 Bayreuth 1 94 -4
-48 -91 52 32 Reutlingen 1 -100 -91
-49 -67 31 55 Ludwigsburg 0 -80 -12
-50 -74 44 39 Stuttgart 0 -94 -35
-172 75 35 50 Wuppertal 0 -207 125
-1 212 31 57 Hamburg 1 -1 212
-181 -47 32 56 Saarbrücken 1 -213 -47
-4 91 39 48 Göttingen 1 -43 139
-194 73 59 32 Düsseldorf 0 -253 105
-118 136 44 44 Osnabrück 1 -118 180
-94 -32 40 50 Ludwigshafen 0 -134 18
-1 -97 35 58 Ulm 1 -1 -39
-145 21 48 43 Koblenz 0 -193 64
-99 -23 45 53 Worms 0 -144 30
-80 6 55 44 Frankfurt/Main 0 -135 50
-153 81 54 49 Hagen 0 -207 130
24 194 50 57 Lüneburg 0 -26 251
54 41 59 49 Ilmenau 0 -5 90
124 52 58 56 Gera 1 66 52
